facility_id,name,ward,address,lat,lng,facility_type,phone,website,notes,nearest_station,walk_minutes,name_kana,station_kana,map_url
1410051017242,アイグラン保育園高田東,港北区,日本、〒223-0065 神奈川県横浜市港北区高田東４丁目２３−１７,35.5484765,139.6195632,"establishment,point_of_interest,school",+81 45-859-9302,https://ai-takadahigashi.hoiku-en.net/,,高田駅,2,あいぐらんほいくえんたかだひがし,たかだ えき,https://maps.google.com/?cid=7751099625884830647
1410051026581,しんよしだこども園（保育所部分）,港北区,日本、〒223-0058 神奈川県横浜市港北区新吉田東６丁目１７−３,35.536528,139.621422,"establishment,point_of_interest,school",+81 45-549-5821,http://www.shinyoshida-hoikuen.or.jp/,,綱島駅,15,しんよしだこどもその（ほいくしょぶぶん）,つなしま えき,https://maps.google.com/?cid=2202488721305287478
1410051026466,明日葉保育園大倉山園,港北区,日本、〒222-0037 神奈川県横浜市港北区大倉山１丁目１５−２１,35.5204863,139.6308617,"establishment,point_of_interest,school",+81 45-642-3561,https://www.ashita-ba.jp/hoiku/okurayama/,,大倉山駅,2,あしたばほいくえんおおくらやまその,おおくらやま えき,https://maps.google.com/?cid=3074873590614070413
1410051027142,スターチャイルド≪綱島ナーサリー≫,港北区,日本、〒223-0053 神奈川県横浜市港北区綱島西５丁目３−１５,35.5444884,139.6268246,"establishment,point_of_interest,school",+81 45-533-2201,https://www.starchild.jp/nursery/tsunashima,,高田駅,10,すたーちゃいるど≪つなしまなーさりー≫,たかだ えき,https://maps.google.com/?cid=5500051003582131613
1410051027829,小学館アカデミーひよし保育園,港北区,日本、〒223-0051 神奈川県横浜市港北区箕輪町２丁目２−１２ アリアソワン・プレミアム日吉 101,35.5473856,139.6446911,"establishment,point_of_interest,school",+81 45-560-1710,https://hoiku.shopro.co.jp/hoiku/about/nursery/hiyoshi.html,,日吉駅,9,しょうがくかんあかでみーひよしほいくえん,ひよしえき,https://maps.google.com/?cid=8681950115849938136
1410051023992,ベネッセ　綱島台保育園,港北区,日本、〒223-0054 神奈川県横浜市港北区綱島台１７−２３,35.54296679999999,139.632252,"establishment,point_of_interest,school",+81 45-534-0351,https://hoiku.benesse-style-care.co.jp/facilities/area_kanagawa/yokohama/h-tsunashimadai/,,綱島駅,9,べねっせつなしまだいほいくえん,つなしま えき,https://maps.google.com/?cid=5475732957261791322
1410051015691,パレット保育園・綱島,港北区,日本、〒223-0053 神奈川県横浜市港北区綱島西１丁目２ パレット保育園・綱島,35.537856,139.6354461,"premise,street_address",045-540-0301,https://p-hoiku.com/info/72-2/%E5%90%84%E5%9C%92%E6%83%85%E5%A0%B1_%E3%81%9F%E3%81%BE%E3%83%97%E3%83%A9%E3%83%BC%E3%82%B6/,,綱島駅,2,ぱれっとほいくえん・つなしま,つなしま えき,https://maps.google.com/?cid=6019063931784738804
1410051027977,さくらんぼ保育園,港北区,日本、〒223-0062 神奈川県横浜市港北区日吉本町１丁目２−９ 浜大 ビル ４Ｆ,35.5540317,139.6459012,"establishment,point_of_interest,school",+81 45-564-5518,https://sakuranbo-hoikuen.com/,,日吉駅,2,さくらんぼほいくえん,ひよしえき,https://maps.google.com/?cid=13604554684744408955
1410051026011,まなびの森　菊名こども園,港北区,日本、〒222-0013 神奈川県横浜市港北区錦が丘１９−１８,35.5078074,139.6301351,"establishment,point_of_interest,school",+81 45-947-2020,http://kodomonomori.co.jp/ki/,,菊名駅,3,まなびのもりきくなこどもその,きくなえき,https://maps.google.com/?cid=9816246843588808212
1410051018216,アスク日吉本町開善保育園,港北区,日本、〒223-0062 神奈川県横浜市港北区日吉本町２丁目４６−１１,35.5515172,139.6356315,"establishment,point_of_interest,school",+81 45-562-0895,https://list.nihonhoiku.co.jp/nursery/detail/hiyoshihoncho/?utm_source=google&utm_medium=map&utm_campaign=gbp,,日吉本町駅,3,あすくひよしほんちょうかいよしやすいくその,ひよしほんちょう えき,https://maps.google.com/?cid=1283279496948274257
1410051018257,ペガサス新横浜保育園,港北区,日本、〒222-0033 神奈川県横浜市港北区新横浜３丁目２４−１４,35.5140637,139.6204745,"establishment,point_of_interest,school",+81 45-476-0768,http://www.yamayuri-kai.jp/shinyokohamaindex.html,,新横浜駅,9,ぺがさすしんよこはまほいくえん,しんよこはまえき,https://maps.google.com/?cid=3201634689270515873
1410051014934,マーマしのはら保育園,港北区,日本、〒222-0026 神奈川県横浜市港北区篠原町９７４−２５,35.5010425,139.6214015,"establishment,point_of_interest,school",+81 45-439-0048,https://www.mama-hoikuen.com/,,新横浜駅,10,まーましのはらほいくえん,しんよこはまえき,https://maps.google.com/?cid=16139365503080370619
1410051017093,アスク大倉山保育園,港北区,日本、〒222-0037 神奈川県横浜市港北区大倉山４丁目１−１ BROTE大倉山 1F,35.51809009999999,139.6251737,"establishment,point_of_interest,school",+81 45-549-5282,https://list.nihonhoiku.co.jp/nursery/detail/okurayama/?utm_source=google&utm_medium=map&utm_campaign=gbp,,大倉山駅,7,あすくおおくらやまほいくえん,おおくらやま えき,https://maps.google.com/?cid=3483781887039518142
1410051014900,ケンパ高田,港北区,日本、〒223-0065 神奈川県横浜市港北区高田東４丁目１７−１７,35.5474166,139.6211202,"establishment,point_of_interest,school",+81 45-540-0400,https://www.kenpa.jp/nursery/takadaen/,,高田駅,3,けんぱたかだ,たかだ えき,https://maps.google.com/?cid=16933957469385260884
1410051017184,日吉みんなの保育園,港北区,日本、〒223-0061 神奈川県横浜市港北区日吉２丁目９−６,35.5557124,139.6452724,"establishment,point_of_interest,school",+81 45-561-6041,https://hiyoshiminna.web.fc2.com/,,日吉駅,4,ひよしみんなのほいくえん,ひよしえき,https://maps.google.com/?cid=17989800127432245015
1410051017168,第二福澤保育センター,港北区,日本、〒222-0026 神奈川県横浜市港北区篠原町２８２３,35.5050927,139.6212296,"establishment,point_of_interest,school",+81 45-434-1135,https://www.kuonen-kids.jp/sub2.html,,新横浜駅,5,だいにふくざわほいくせんたー,しんよこはまえき,https://maps.google.com/?cid=18131802762111623344
1410051014884,アスク日吉本町第二保育園,港北区,日本、〒223-0062 神奈川県横浜市港北区日吉本町２丁目４６−２４,35.5516866,139.6359287,"establishment,point_of_interest,school",+81 45-566-6445,https://list.nihonhoiku.co.jp/nursery/detail/hiyoshihoncho2/?utm_source=google&utm_medium=map&utm_campaign=gbp,,日吉本町駅,3,あすくひよしほんちょうだいにほいくえん,ひよしほんちょう えき,https://maps.google.com/?cid=17930357459612784685
1410051026730,木下の保育園日吉,港北区,日本、〒223-0051 神奈川県横浜市港北区箕輪町３丁目１５−３８,35.5457811,139.6423552,"establishment,point_of_interest,school",+81 45-548-4066,https://www.kinoshita-hoiku.com/facility/hiyoshi,,日吉本町駅,12,きのしたのほいくえんひよし,ひよしほんちょう えき,https://maps.google.com/?cid=16548375992921782548
1410051015683,にじいろ保育園綱島,港北区,日本、〒222-0032 神奈川県横浜市港北区綱島西３丁目４−８,35.5370716,139.6293898,"establishment,point_of_interest,school",+81 45-717-7241,https://www.like-kd.co.jp/establishment/nijiiro/HPtsunashima?utm_source=google&utm_medium=maps&utm_campaign=tsunashima,,綱島駅,6,にじいろほいくえんつなしま,つなしま えき,https://maps.google.com/?cid=14568712869729033118
1410051025500,キッズパートナー綱島東,港北区,日本、〒223-0052 神奈川県横浜市港北区綱島東４丁目６−３３,35.5412137,139.6437546,"establishment,point_of_interest,school",+81 45-545-6230,https://www.care-partner.com/service/childcare/tunashimahigashi/,,新綱島駅,11,きっずぱーとなーつなしまひがし,しん つなしま えき,https://maps.google.com/?cid=10353559374098582326
1410051015212,大倉山保育園,港北区,日本、〒222-0003 神奈川県横浜市港北区大曽根１丁目７−１ 横浜市立大倉山保育園 大倉山保育園,35.524644,139.6320119,"establishment,point_of_interest,school",+81 45-542-5632,https://kyosaikai.jp/service/okurayama-hoiku/,,大倉山駅,5,おおくらやまほいくえん,おおくらやま えき,https://maps.google.com/?cid=2534306337361255909
1410051025971,ぶれすと綱島ほいくえん,港北区,日本、〒222-0001 神奈川県横浜市港北区樽町２丁目３−１ １F,35.5304121,139.6386907,"establishment,point_of_interest,school",+81 45-947-2730,https://hoikuen.brest.co.jp/tsunashima/,,新綱島駅,8,ぶれすとつなしまほいくえん,しん つなしま えき,https://maps.google.com/?cid=9047719715835942052
1410051025468,天才キッズクラブ楽学館大倉山園,港北区,日本、〒222-0037 神奈川県横浜市港北区大倉山３丁目５５−３,35.5227424,139.6254348,"establishment,point_of_interest,school",+81 45-642-5795,http://tensaikids.jp/,,大倉山駅,5,てんさいきっずくらぶがくがくかんおおくらやまその,おおくらやま えき,https://maps.google.com/?cid=5441802059257783827
1410051024016,コビープリスクールつなしま,港北区,日本、〒223-0055 神奈川県横浜市港北区綱島上町91−１,35.5356878,139.6247134,"establishment,point_of_interest,school",+81 45-633-8099,https://www.coby.jp/institute/tsunashima/,,綱島駅,11,こびーぷりすくーるつなしま,つなしま えき,https://maps.google.com/?cid=17628665038648190957
1410051023976,ブライト保育園横浜綱島,港北区,日本、〒223-0058 神奈川県横浜市港北区新吉田東１丁目６−２６,35.54183,139.6231586,"establishment,point_of_interest,school",+81 45-542-0190,https://www.saiseikai.net/brighttsunashima/,,高田駅,11,ぶらいとほいくえんよこはまつなしま,たかだ えき,https://maps.google.com/?cid=12537984535841471345
1410051017200,まめどくれっしゅ,港北区,日本、〒222-0032 神奈川県横浜市港北区大豆戸町４０−３,35.5194603,139.634174,"establishment,point_of_interest,school",+81 45-545-5002,https://www.doronko.jp/facilities/mamedokuresshu/?utm_source=GBP&utm_medium=click&utm_campaign=page_mamedokuresshu,,大倉山駅,6,まめどくれっしゅ,おおくらやま えき,https://maps.google.com/?cid=11146655340546214998
1410051023984,スターチャイルド≪新吉田ナーサリー≫,港北区,日本、〒223-0058 神奈川県横浜市港北区新吉田東７丁目２８−１,35.5328338,139.6176562,"establishment,point_of_interest,school",+81 45-544-0366,https://www.starchild.jp/nursery/shinyoshida/,,新羽駅,10,すたーちゃいるど≪しんきちたなーさりー≫,しん はね えき,https://maps.google.com/?cid=14717894369401166831
1410051024255,ポピンズナーサリースクール綱島,港北区,日本、〒223-0052 神奈川県横浜市港北区綱島東３丁目２−１５,35.5387454,139.6413635,"establishment,point_of_interest,school",+81 45-859-9892,https://www.poppins.co.jp/educare/room-search/tsunashima/?utm_source=gmap&utm_medium=room&utm_campaign=202210,,新綱島駅,7,ぽぴんずなーさりーすくーるつなしま,しん つなしま えき,https://maps.google.com/?cid=15572382129809802685
1410051019040,横浜市太尾保育園,港北区,日本、〒222-0037 神奈川県横浜市港北区大倉山４丁目２４−７ 横浜市太尾保育園,35.520755,139.622466,"establishment,point_of_interest,school",+81 45-542-0852,https://www.city.yokohama.lg.jp/kohoku/kosodate_kyoiku/hoiku/hoikujo/hutoohoikuen.html,,大倉山駅,8,よこはましたおほいくえん,おおくらやま えき,https://maps.google.com/?cid=18270759436308641951
1410051024008,木下の保育園　綱島東,港北区,日本、〒223-0052 神奈川県横浜市港北区綱島東４丁目５−３５,35.541757,139.6432698,"establishment,point_of_interest",+81 45-543-6506,https://www.kinoshita-hoiku.com/facility/tsunashimahigashi,,新綱島駅,11,きのしたのほいくえんつなしまひがし,しん つなしま えき,https://maps.google.com/?cid=8891763550229536035
1410051024198,グローバルキッズ菊名園,港北区,日本、〒222-0011 神奈川県横浜市港北区菊名６丁目３−２０,35.5120875,139.6319338,"establishment,point_of_interest,school",+81 45-421-3577,http://www.gkids.co.jp/facilities/nursery_011.html,,菊名駅,3,ぐろーばるきっずきくなその,きくなえき,https://maps.google.com/?cid=1071380562748966159
1410051015675,グローバルキッズ日吉園,港北区,日本、〒223-0061 神奈川県横浜市港北区日吉１丁目１０ グローバルキッズ日吉園,35.5567248,139.6424395,"premise,street_address",+81 45-562-0321,https://www.gkids.co.jp/facilities/nursery_028.html,,日吉駅,7,ぐろーばるきっずひよしその,ひよしえき,https://maps.google.com/?cid=13385297955881866588
1410051015667,グローバルキッズ綱島園,港北区,日本、〒223-0052 神奈川県横浜市港北区綱島東４丁目１１−３８,35.5395148,139.6448203,"establishment,point_of_interest",+81 45-545-1717,https://www.gkids.co.jp/facilities/nursery_039.html,,新綱島駅,11,ぐろーばるきっずつなしまその,しん つなしま えき,https://maps.google.com/?cid=3332092958829053326
1410051017101,アスク日吉東保育園,港北区,日本、〒223-0061 神奈川県横浜市港北区日吉７丁目２０−４４,35.5431376,139.6483612,"establishment,point_of_interest,school",+81 45-566-2226,https://list.nihonhoiku.co.jp/nursery/detail/hiyoshihigashi/?utm_source=google&utm_medium=map&utm_campaign=gbp,,日吉駅,14,あすくひよしひがしほいくえん,ひよしえき,https://maps.google.com/?cid=14563247226545749157
1410051026680,ぶれすと綱島二階ほいくえん,港北区,日本、〒222-0001 神奈川県横浜市港北区樽町２丁目３−１ ２F,35.5303442,139.638611,"establishment,point_of_interest,school",+81 45-834-8766,https://hoikuen.brest.co.jp/tsunashima-nikai/,,新綱島駅,8,ぶれすとつなしまにかいほいくえん,しん つなしま えき,https://maps.google.com/?cid=13949536047226517933
1410051014298,マイ・ハート綱島東保育園,港北区,日本、〒223-0052 神奈川県横浜市港北区綱島東３丁目４−３２,35.5381171,139.6425364,"establishment,point_of_interest,school",+81 45-642-3700,https://my-heart.co.jp/%E3%83%9E%E3%82%A4%E3%83%BB%E3%83%8F%E3%83%BC%E3%83%88%E7%B6%B1%E5%B3%B6%E6%9D%B1%E4%BF%9D%E8%82%B2%E5%9C%92%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8/,,新綱島駅,8,まい・はーとつなしまひがしほいくえん,しん つなしま えき,https://maps.google.com/?cid=7046410975007993086
1410052004264,尚花ぞうさん保育室,港北区,日本、〒223-0053 神奈川県横浜市港北区綱島西２丁目１５−１４,35.5353078,139.6296886,"establishment,point_of_interest,school",+81 45-717-7471,http://www.shoka-aijien.or.jp/publics/index/43/,,綱島駅,6,たかしはなぞうさんほいくしつ,つなしま えき,https://maps.google.com/?cid=4810306996863588962
1410051023760,テンダーラビング保育園綱島東,港北区,日本、〒223-0052 神奈川県横浜市港北区綱島東４丁目１０−３４,35.541573,139.646345,"establishment,point_of_interest,school",+81 45-633-7258,https://tlcs-ns.jp/facility/tsunashima/,,新綱島駅,14,てんだーらびんぐほいくえんつなしまひがし,しん つなしま えき,https://maps.google.com/?cid=1456853169132052564
1410051025641,キディ大倉山・横浜,港北区,日本、〒222-0032 神奈川県横浜市港北区大豆戸町３５−１,35.5191771,139.6339165,"establishment,point_of_interest,school",+81 45-717-7122,https://www.shinkoufukushikai.com/hoiku/ninka/kiddy-okurayama,,大倉山駅,6,きでぃおおくらやま・よこはま,おおくらやま えき,https://maps.google.com/?cid=8266549736306309443
1410051015634,くっくおさんぽ保育園,港北区,日本、〒223-0061 神奈川県横浜市港北区日吉６丁目１−７,35.545629,139.652044,"establishment,point_of_interest,school",+81 45-566-6777,http://kukkuosanpo.com/,,日吉駅,12,くっくおさんぽほいくえん,ひよしえき,https://maps.google.com/?cid=12616409125295739202
1410051014959,たかた保育園,港北区,日本、〒223-0066 神奈川県横浜市港北区高田西４丁目３５−１８ 横浜市立高田保育園,35.554939,139.615514,"establishment,point_of_interest,school",+81 45-592-3251,http://www.takata-hoikuen.jp/,,高田駅,9,たかたほいくえん,たかだ えき,https://maps.google.com/?cid=9396006329328699631
1410051024842,まなびの森　綱島こども園,港北区,日本、〒223-0052 神奈川県横浜市港北区綱島西６丁目２３,35.5418784,139.6391757,"establishment,point_of_interest,school",+81 45-547-6655,http://kodomonomori.co.jp/tu/,,綱島駅,9,まなびのもりつなしまこどもその,つなしま えき,https://maps.google.com/?cid=15023933823284592167
1410051027845,小学館アカデミーつなしま保育園,港北区,日本、〒222-0001 神奈川県横浜市港北区樽町２丁目１３−２７,35.531361,139.633707,"establishment,point_of_interest,school",+81 45-542-1521,https://hoiku.shopro.co.jp/hoiku/about/nursery/tsunashima.html,,新綱島駅,7,しょうがくかんあかでみーつなしまほいくえん,しん つなしま えき,https://maps.google.com/?cid=17436087477363700836
